Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Margin,Operating Profit,Sales Method
Walmart,H&M,3570071,9/1/2021,Midwest,Ohio,Cleveland,Johanna pile sneakerboot SG,33.88,1,33.88,35.67%,12.09,In-store
Sports Direct,H&M,2209918,9/1/2021,Southeast,Florida,Miami,Johanna pile sneakerboot SG,38.12,2,76.24,37.78%,28.8,Online
Sports Direct,H&M,8399851,9/1/2021,Southeast,Tennessee,Nashville,Johanna pile sneakerboot SG,33.88,3,101.64,35.55%,36.14,Outlet
Walmart,H&M,9843833,9/1/2021,Southeast,Florida,Miami,Johanna pile sneakerboot SG,38.12,1,38.12,42.19%,16.08,Online
Sports Direct,H&M,1227946,9/1/2021,Northeast,Massachusetts,Boston,Johanna pile sneakerboot SG,42.36,1,42.36,27.17%,11.51,Online
West Gear,H&M,9145274,9/1/2021,West,California,Los Angeles,Johanna pile sneakerboot SG,42.36,1,42.36,41.77%,17.69,Online
Sports Direct,H&M,7077046,7/2/2021,Southeast,Alabama,Birmingham,Johanna pile sneakerboot SG,42.36,1,42.36,45.72%,19.37,Outlet
West Gear,H&M,8589833,7/2/2021,South,Texas,Houston,Johanna pile sneakerboot SG,42.36,1,42.36,36.42%,15.43,Online
Foot Locker,H&M,7621648,7/2/2021,Midwest,Ohio,Cleveland,Johanna pile sneakerboot SG,42.36,2,84.71,32.94%,27.9,Outlet
Sports Direct,H&M,7852230,7/2/2021,Midwest,Illinois,Chicago,Johanna pile sneakerboot SG,42.36,1,42.36,49.09%,20.79,Outlet
Foot Locker,H&M,5730486,7/2/2021,Midwest,Michigan,Detroit,Johanna pile sneakerboot SG,38.12,1,38.12,36.18%,13.79,In-store
Sports Direct,H&M,3956550,7/2/2021,Southeast,Florida,Miami,Johanna pile sneakerboot SG,38.12,1,38.12,41.86%,15.96,Outlet
Sports Direct,H&M,2045094,5/3/2021,Midwest,Ohio,Cleveland,Johanna pile sneakerboot SG,42.36,1,42.36,27.54%,11.66,In-store
West Gear,H&M,1551934,5/3/2021,Midwest,Illinois,Chicago,Johanna pile sneakerboot SG,42.36,1,42.36,31.47%,13.33,Online
Sports Direct,H&M,5317172,5/3/2021,Midwest,Michigan,Detroit,Johanna pile sneakerboot SG,42.36,1,42.36,46.98%,19.9,Outlet
West Gear,H&M,6073729,5/3/2021,Northeast,New York,New York City,Johanna pile sneakerboot SG,38.12,1,38.12,41.24%,15.72,Outlet
Foot Locker,H&M,3021037,5/3/2021,West,Washington,Seattle,Johanna pile sneakerboot SG,38.12,1,38.12,33.21%,12.66,Online
Sports Direct,H&M,2183042,5/3/2021,Midwest,Michigan,Detroit,Johanna pile sneakerboot SG,33.88,1,33.88,34.90%,11.82,Outlet
Walmart,H&M,2569901,6/4/2021,Southeast,Florida,Miami,Johanna pile sneakerboot SG,42.36,1,42.36,28.96%,12.27,Online
Walmart,H&M,2944304,6/4/2021,Southeast,Tennessee,Nashville,Johanna pile sneakerboot SG,42.36,1,42.36,46.91%,19.87,In-store
Walmart,H&M,3287527,6/4/2021,West,Nevada,Las Vegas,Johanna pile sneakerboot SG,42.36,1,42.36,25.52%,10.81,Outlet
Walmart,H&M,2777091,6/4/2021,Northeast,Pennsylvania,Philadelphia,Johanna pile sneakerboot SG,42.36,1,42.36,29.90%,12.66,In-store
Foot Locker,H&M,5627527,6/4/2021,South,Texas,Houston,Johanna pile sneakerboot SG,42.36,1,42.36,32.75%,13.87,In-store
Sports Direct,H&M,4323210,6/4/2021,South,Georgia,Atlanta,Johanna pile sneakerboot SG,42.36,1,42.36,28.69%,12.15,In-store
Foot Locker,H&M,2044682,5/5/2021,South,Georgia,Atlanta,Johanna pile sneakerboot SG,38.12,1,38.12,41.99%,16.01,Online
West Gear,H&M,1249437,5/5/2021,Northeast,Massachusetts,Boston,Johanna pile sneakerboot SG,38.12,1,38.12,44.96%,17.14,In-store
Foot Locker,H&M,5950220,5/5/2021,Northeast,Pennsylvania,Philadelphia,Johanna pile sneakerboot SG,15.24,1,15.24,28.67%,4.37,Outlet
Walmart,H&M,5896364,5/5/2021,West,Nevada,Las Vegas,Johanna pile sneakerboot SG,42.36,2,84.71,34.84%,29.51,In-store
Sports Direct,H&M,9948383,5/5/2021,Southeast,Tennessee,Nashville,Johanna pile sneakerboot SG,16.93,1,16.93,31.19%,5.28,In-store
West Gear,H&M,1891362,5/5/2021,South,Georgia,Atlanta,Johanna pile sneakerboot SG,16.93,1,16.93,41.17%,6.97,Outlet
Walmart,H&M,4576425,7/6/2021,Northeast,Pennsylvania,Philadelphia,Johanna pile sneakerboot SG,42.36,3,127.07,25.18%,31.99,Online
Sports Direct,H&M,8809504,7/6/2021,South,Texas,Houston,Johanna pile sneakerboot SG,42.36,1,42.36,31.10%,13.17,In-store
Sports Direct,H&M,6060601,7/6/2021,West,California,Los Angeles,Johanna pile sneakerboot SG,42.36,1,42.36,32.02%,13.56,Online
Sports Direct,H&M,5076334,7/6/2021,Northeast,Massachusetts,Boston,Johanna pile sneakerboot SG,40.24,2,80.47,49.56%,39.89,Outlet
West Gear,H&M,4871353,7/6/2021,Southeast,Florida,Miami,Johanna pile sneakerboot SG,39.18,2,78.36,30.14%,23.62,Online
Sports Direct,H&M,5995189,7/6/2021,Southeast,Florida,Miami,Johanna pile sneakerboot SG,33.88,2,67.76,38.98%,26.41,Outlet
Foot Locker,H&M,4655389,5/7/2021,Midwest,Illinois,Chicago,Johanna pile sneakerboot SG,33.88,4,135.53,45.17%,61.21,Outlet
West Gear,H&M,4308500,5/7/2021,Southeast,Tennessee,Nashville,Johanna pile sneakerboot SG,42.36,3,127.07,46.22%,58.73,Online
Walmart,H&M,6972983,5/7/2021,Midwest,Michigan,Detroit,Johanna pile sneakerboot SG,38.12,3,114.36,41.57%,47.54,Online
West Gear,H&M,6790721,5/7/2021,Southeast,Tennessee,Nashville,Johanna pile sneakerboot SG,36,1,36,42.30%,15.23,Outlet
West Gear,H&M,5746794,5/7/2021,Southeast,Florida,Miami,Johanna pile sneakerboot SG,42.36,1,42.36,26.67%,11.3,Online
Sports Direct,H&M,2496501,5/7/2021,West,Nevada,Las Vegas,Johanna pile sneakerboot SG,42.36,1,42.36,27.03%,11.45,Online
Walmart,H&M,4027306,6/8/2021,Midwest,Michigan,Detroit,Johanna pile sneakerboot SG,33.88,2,67.76,43.44%,29.43,Outlet
Sports Direct,H&M,3722014,6/8/2021,Midwest,Illinois,Chicago,Johanna pile sneakerboot SG,33.88,1,33.88,25.34%,8.59,In-store
West Gear,H&M,7280186,6/8/2021,West,Nevada,Las Vegas,Johanna pile sneakerboot SG,42.36,1,42.36,33.92%,14.37,Outlet
West Gear,H&M,8037169,6/8/2021,Midwest,Illinois,Chicago,Johanna pile sneakerboot SG,33.88,1,33.88,40.35%,13.67,Online
Foot Locker,H&M,4862761,6/8/2021,Northeast,Pennsylvania,Philadelphia,Johanna pile sneakerboot SG,42.36,1,42.36,48.24%,20.43,Outlet
West Gear,H&M,6255708,6/8/2021,West,California,Los Angeles,Johanna pile sneakerboot SG,39.18,2,78.36,28.76%,22.54,In-store
Walmart,H&M,2046447,5/9/2021,South,Texas,Houston,Johanna pile sneakerboot SG,38.12,2,76.24,37.64%,28.69,Outlet
Foot Locker,H&M,1537659,5/9/2021,Southeast,Alabama,Birmingham,Johanna pile sneakerboot SG,42.36,1,42.36,31.08%,13.16,Outlet
Foot Locker,H&M,2110630,5/9/2021,Midwest,Michigan,Detroit,Johanna pile sneakerboot SG,38.12,1,38.12,42.90%,16.35,Online
West Gear,H&M,7459182,5/9/2021,South,Texas,Houston,Johanna pile sneakerboot SG,42.36,1,42.36,41.13%,17.42,Outlet
Foot Locker,H&M,5730299,5/9/2021,Midwest,Ohio,Cleveland,Johanna pile sneakerboot SG,38.12,1,38.12,42.00%,16.01,Outlet
Sports Direct,H&M,8187213,5/9/2021,West,California,Los Angeles,Johanna pile sneakerboot SG,42.36,1,42.36,29.70%,12.58,Online
Sports Direct,H&M,9203145,7/10/2021,South,Louisiana,New Orleans,Johanna pile sneakerboot SG,42.36,3,127.07,48.81%,62.02,Online
West Gear,H&M,9788882,7/10/2021,Southeast,Alabama,Birmingham,Johanna pile sneakerboot SG,38.13,2,76.25,45.13%,34.41,In-store
Walmart,H&M,9114589,7/10/2021,Midwest,Ohio,Cleveland,Johanna pile sneakerboot SG,20.32,7,142.25,29.50%,41.96,Online
West Gear,H&M,2813476,7/10/2021,West,Washington,Seattle,Johanna pile sneakerboot SG,20.32,7,142.25,37.16%,52.86,Online
Sports Direct,H&M,3803077,7/10/2021,Southeast,Florida,Miami,Johanna pile sneakerboot SG,20.32,2,40.64,27.23%,11.07,Online
Sports Direct,H&M,3836415,7/10/2021,Midwest,Ohio,Cleveland,Johanna pile sneakerboot SG,42.36,2,84.71,34.55%,29.27,Outlet
West Gear,H&M,2596470,6/11/2021,South,Georgia,Atlanta,Johanna pile sneakerboot SG,38.12,2,76.24,37.48%,28.57,Online
Walmart,H&M,8529894,6/11/2021,South,Texas,Houston,Johanna pile sneakerboot SG,18.63,4,74.51,26.08%,19.44,Online
Walmart,H&M,4439770,6/11/2021,West,Washington,Seattle,Johanna pile sneakerboot SG,18.63,1,18.63,44.46%,8.28,Online
Walmart,H&M,2710896,6/11/2021,Northeast,Pennsylvania,Philadelphia,Johanna pile sneakerboot SG,22.02,4,88.07,26.77%,23.57,Outlet
Foot Locker,H&M,9466059,6/11/2021,Southeast,Tennessee,Nashville,Johanna pile sneakerboot SG,16.76,1,16.76,35.59%,5.97,Online
West Gear,H&M,1638567,6/11/2021,West,Nevada,Las Vegas,Johanna pile sneakerboot SG,17.69,3,53.08,41.00%,21.77,Online
Foot Locker,H&M,8791261,5/12/2021,Southeast,Alabama,Birmingham,Johanna pile sneakerboot SG,22.02,1,22.02,47.65%,10.49,In-store
Sports Direct,H&M,9798594,5/12/2021,South,Georgia,Atlanta,Johanna pile sneakerboot SG,16.76,1,16.76,30.58%,5.13,In-store
Walmart,H&M,8787853,5/12/2021,Midwest,Michigan,Detroit,Johanna pile sneakerboot SG,18.63,1,18.63,29.57%,5.51,In-store
Foot Locker,H&M,9509787,5/12/2021,South,Texas,Houston,Johanna pile sneakerboot SG,22.02,2,44.03,42.25%,18.6,In-store
Foot Locker,H&M,4483156,5/12/2021,West,California,Los Angeles,Johanna pile sneakerboot SG,22.02,1,22.02,29.21%,6.43,In-store
Walmart,H&M,9051765,5/12/2021,Southeast,Tennessee,Nashville,Johanna pile sneakerboot SG,18.63,2,37.25,33.29%,12.4,Outlet
Foot Locker,H&M,6327596,6/1/2021,South,Louisiana,New Orleans,Johanna pile sneakerboot SG,18.63,3,55.88,31.64%,17.68,Online
West Gear,H&M,3718301,6/1/2021,Southeast,Florida,Miami,Johanna pile sneakerboot SG,20.32,1,20.32,36.67%,7.45,Outlet
Sports Direct,H&M,8822248,6/1/2021,South,Georgia,Atlanta,Johanna pile sneakerboot SG,18.63,1,18.63,40.93%,7.62,In-store
Foot Locker,H&M,4201299,6/1/2021,Northeast,New York,New York City,Johanna pile sneakerboot SG,22.02,1,22.02,49.30%,10.85,In-store
Foot Locker,H&M,6751856,6/1/2021,Northeast,Massachusetts,Boston,Johanna pile sneakerboot SG,22.02,1,22.02,36.72%,8.08,Online
Sports Direct,H&M,1045412,6/1/2021,Northeast,Massachusetts,Boston,Johanna pile sneakerboot SG,22.02,4,88.07,40.43%,35.61,Outlet
Foot Locker,H&M,5566921,4/2/2021,Midwest,Illinois,Chicago,Johanna pile sneakerboot SG,22.02,1,22.02,33.22%,7.31,Online
Sports Direct,H&M,1112130,4/2/2021,Southeast,Tennessee,Nashville,Johanna pile sneakerboot SG,22.02,3,66.05,32.18%,21.26,Outlet
West Gear,H&M,2167242,4/2/2021,Midwest,Michigan,Detroit,Johanna pile sneakerboot SG,22.02,2,44.03,45.91%,20.22,Online
West Gear,H&M,9980313,4/2/2021,Midwest,Illinois,Chicago,Johanna pile sneakerboot SG,22.02,1,22.02,30.91%,6.81,Online
West Gear,H&M,2106978,4/2/2021,Northeast,New York,New York City,Johanna pile sneakerboot SG,22.02,2,44.03,34.98%,15.4,In-store
Walmart,H&M,4779298,4/2/2021,Northeast,Massachusetts,Boston,Johanna pile sneakerboot SG,16.76,1,16.76,34.70%,5.82,In-store
Walmart,H&M,8564299,2/3/2021,Northeast,New York,New York City,Johanna pile sneakerboot SG,11.85,3,35.54,37.90%,13.47,Outlet
Walmart,H&M,2733413,2/3/2021,Midwest,Michigan,Detroit,Johanna pile sneakerboot SG,11.85,3,35.54,26.87%,9.55,In-store
West Gear,H&M,9737917,2/3/2021,South,Texas,Houston,Johanna pile sneakerboot SG,11.85,11,130.32,46.01%,59.96,Outlet
West Gear,H&M,9359103,2/3/2021,West,Nevada,Las Vegas,Johanna pile sneakerboot SG,11.85,2,23.69,44.19%,10.47,In-store
Sports Direct,H&M,5217513,2/3/2021,Southeast,Florida,Miami,Johanna pile sneakerboot SG,11.85,8,94.78,37.80%,35.83,Online
Walmart,H&M,6997947,2/3/2021,South,Louisiana,New Orleans,Johanna pile sneakerboot SG,11.85,7,82.93,35.28%,29.26,Online
Sports Direct,H&M,7193161,3/4/2021,Southeast,Tennessee,Nashville,Johanna pile sneakerboot SG,11.85,5,59.24,43.74%,25.91,In-store
Foot Locker,H&M,1713893,3/4/2021,Southeast,Tennessee,Nashville,Johanna pile sneakerboot SG,11.85,2,23.69,35.59%,8.43,In-store
Sports Direct,H&M,6722618,3/4/2021,West,California,Los Angeles,Johanna pile sneakerboot SG,11.85,1,11.85,35.53%,4.21,Outlet
Walmart,H&M,1886640,3/4/2021,South,Louisiana,New Orleans,Johanna pile sneakerboot SG,11.85,5,59.24,46.43%,27.5,Online
Walmart,H&M,4530059,3/4/2021,Northeast,New York,New York City,Johanna pile sneakerboot SG,11.85,1,11.85,43.80%,5.19,In-store
Walmart,H&M,6228450,3/4/2021,Southeast,Alabama,Birmingham,Johanna pile sneakerboot SG,11.85,1,11.85,27.34%,3.24,Outlet
Walmart,H&M,6506570,2/5/2021,West,California,Los Angeles,Johanna pile sneakerboot SG,11.85,2,23.69,33.13%,7.85,Outlet
Foot Locker,H&M,6002816,2/5/2021,Northeast,New York,New York City,Johanna pile sneakerboot SG,18.63,2,37.25,42.19%,15.72,Online
Walmart,H&M,5200673,2/5/2021,Northeast,Massachusetts,Boston,Johanna pile sneakerboot SG,15.24,2,30.47,31.65%,9.65,Online
Foot Locker,H&M,4227892,2/5/2021,Midwest,Michigan,Detroit,Johanna pile sneakerboot SG,11.02,2,22.03,46.58%,10.26,Online
Foot Locker,H&M,2708996,2/5/2021,West,Nevada,Las Vegas,Johanna pile sneakerboot SG,11.85,2,23.69,37.22%,8.82,Outlet
Foot Locker,H&M,9893513,2/5/2021,West,California,Los Angeles,Johanna pile sneakerboot SG,11.85,1,11.85,28.65%,3.39,Online
Walmart,H&M,9343872,4/6/2021,Northeast,Pennsylvania,Philadelphia,Johanna pile sneakerboot SG,11.85,1,11.85,31.34%,3.71,In-store
Sports Direct,H&M,9028350,4/6/2021,Midwest,Michigan,Detroit,Johanna pile sneakerboot SG,11.85,1,11.85,40.13%,4.75,In-store
Sports Direct,H&M,2375922,4/6/2021,Northeast,Massachusetts,Boston,Johanna pile sneakerboot SG,11.85,1,11.85,25.24%,2.99,Online
Walmart,H&M,9628234,4/6/2021,West,California,Los Angeles,Johanna pile sneakerboot SG,11.85,1,11.85,49.07%,5.81,Online
Foot Locker,H&M,2993410,4/6/2021,South,Texas,Houston,Johanna pile sneakerboot SG,13.97,1,13.97,43.77%,6.11,Outlet
Walmart,H&M,9395385,4/6/2021,Northeast,New York,New York City,Johanna pile sneakerboot SG,11.85,1,11.85,41.82%,4.95,In-store
Foot Locker,H&M,9711461,2/7/2021,Southeast,Florida,Miami,Johanna pile sneakerboot SG,18.63,1,18.63,33.15%,6.18,In-store
West Gear,H&M,5659511,2/7/2021,South,Georgia,Atlanta,Johanna pile sneakerboot SG,18.63,1,18.63,39.55%,7.37,Online
Walmart,H&M,8555635,2/7/2021,Northeast,Pennsylvania,Philadelphia,Johanna pile sneakerboot SG,18.63,1,18.63,27.42%,5.11,Outlet
Sports Direct,H&M,5124476,2/7/2021,West,Washington,Seattle,May boot SG,42.36,1,42.36,28.50%,12.07,In-store
Walmart,H&M,5959773,2/7/2021,West,California,Los Angeles,May boot SG,42.36,1,42.36,30.42%,12.88,Online
Walmart,H&M,8222633,2/7/2021,Northeast,New York,New York City,May boot SG,42.36,1,42.36,46.52%,19.7,Online
Walmart,H&M,7321003,3/8/2021,South,Texas,Houston,May boot SG,42.36,3,127.07,48.42%,61.52,Outlet
Walmart,H&M,8598686,3/8/2021,West,Nevada,Las Vegas,May boot SG,38.12,2,76.24,25.85%,19.71,Outlet
Foot Locker,H&M,6588088,3/8/2021,Midwest,Illinois,Chicago,May boot SG,42.36,2,84.71,33.49%,28.37,Online
Sports Direct,H&M,9151621,3/8/2021,Northeast,New York,New York City,May boot SG,42.36,3,127.07,45.95%,58.39,In-store
Sports Direct,H&M,1567094,3/8/2021,Northeast,New York,New York City,May boot SG,33.88,4,135.53,26.42%,35.81,Outlet
West Gear,H&M,2650546,3/8/2021,Midwest,Ohio,Cleveland,May boot SG,33.88,10,338.81,39.20%,132.81,In-store
Sports Direct,H&M,1417018,2/9/2021,South,Georgia,Atlanta,May boot SG,40.24,2,80.47,25.19%,20.27,In-store
Walmart,H&M,7147203,2/9/2021,West,Washington,Seattle,May boot SG,38.12,3,114.36,27.80%,31.8,Outlet
Walmart,H&M,5985534,2/9/2021,Southeast,Alabama,Birmingham,May boot SG,42.36,4,169.42,27.13%,45.96,In-store
Sports Direct,H&M,6641763,2/9/2021,Northeast,Massachusetts,Boston,May boot SG,42.36,2,84.71,34.34%,29.09,In-store
Foot Locker,H&M,2580585,2/9/2021,Midwest,Ohio,Cleveland,May boot SG,42.36,2,84.71,37.62%,31.87,Outlet
West Gear,H&M,8993767,2/9/2021,West,Nevada,Las Vegas,May boot SG,42.36,1,42.36,26.20%,11.1,In-store
West Gear,H&M,3156468,4/10/2021,Northeast,Pennsylvania,Philadelphia,May boot SG,36,1,36,33.61%,12.1,Outlet
Walmart,H&M,4439267,4/10/2021,West,Washington,Seattle,May boot SG,42.36,1,42.36,45.55%,19.29,Online
Sports Direct,H&M,2635196,4/10/2021,Northeast,Pennsylvania,Philadelphia,May boot SG,38.12,2,76.24,48.52%,36.99,Online
West Gear,H&M,2115013,4/10/2021,Midwest,Michigan,Detroit,May boot SG,38.13,2,76.25,29.90%,22.8,In-store
Sports Direct,H&M,6791563,4/10/2021,Northeast,New York,New York City,May boot SG,33.88,4,135.53,25.26%,34.24,In-store
West Gear,H&M,2864543,4/10/2021,Southeast,Alabama,Birmingham,May boot SG,33.88,1,33.88,43.29%,14.67,Outlet
West Gear,H&M,2945640,3/11/2021,South,Texas,Houston,May boot SG,33.88,1,33.88,47.64%,16.14,Online
Walmart,H&M,8927745,3/11/2021,Northeast,New York,New York City,May boot SG,42.36,3,127.07,41.11%,52.24,Outlet
Walmart,H&M,2913677,3/11/2021,Midwest,Michigan,Detroit,May boot SG,36,1,36,42.07%,15.14,Outlet
Foot Locker,H&M,7621255,3/11/2021,Southeast,Tennessee,Nashville,May boot SG,38.12,1,38.12,49.82%,18.99,Online
Foot Locker,H&M,9963139,3/11/2021,South,Georgia,Atlanta,May boot SG,38.12,3,114.36,48.76%,55.76,Outlet
Foot Locker,H&M,6239921,3/11/2021,Northeast,Massachusetts,Boston,May boot SG,42.36,1,42.36,27.25%,11.54,Online
West Gear,H&M,6991858,2/12/2021,Northeast,New York,New York City,May boot SG,42.36,2,84.71,41.46%,35.12,Outlet
West Gear,H&M,5767854,2/12/2021,Northeast,Massachusetts,Boston,May boot SG,42.36,1,42.36,26.83%,11.37,Outlet
Foot Locker,H&M,1416772,2/12/2021,Southeast,Alabama,Birmingham,May boot SG,38.12,1,38.12,46.94%,17.89,In-store
Sports Direct,H&M,8892486,2/12/2021,Midwest,Ohio,Cleveland,May boot SG,34.94,2,69.88,29.62%,20.7,Online
West Gear,H&M,6698381,2/12/2021,South,Texas,Houston,May boot SG,42.36,1,42.36,44.49%,18.84,Online
Foot Locker,H&M,9833021,2/12/2021,Southeast,Alabama,Birmingham,May boot SG,42.36,1,42.36,48.81%,20.68,Online
Walmart,H&M,9262266,13/1/2021,Southeast,Tennessee,Nashville,May boot SG,42.36,3,127.07,45.96%,58.41,Online
Sports Direct,H&M,8318314,13/1/2021,West,Nevada,Las Vegas,May boot SG,42.36,1,42.36,33.87%,14.35,In-store
Walmart,H&M,8901050,13/1/2021,Northeast,Pennsylvania,Philadelphia,May boot SG,42.36,1,42.36,33.80%,14.32,In-store
Sports Direct,H&M,8974574,13/1/2021,South,Texas,Houston,May boot SG,40.24,2,80.47,27.99%,22.53,Online
West Gear,H&M,8764672,13/1/2021,West,Nevada,Las Vegas,May boot SG,33.88,2,67.76,36.43%,24.69,In-store
Sports Direct,H&M,6589499,13/1/2021,Midwest,Ohio,Cleveland,May boot SG,40.24,2,80.47,33.02%,26.57,In-store
Foot Locker,H&M,5693671,11/2/2021,Midwest,Ohio,Cleveland,May boot SG,42.36,1,42.36,37.14%,15.73,Online
West Gear,H&M,7633728,11/2/2021,Northeast,Massachusetts,Boston,May boot SG,42.36,1,42.36,32.03%,13.57,Outlet
Sports Direct,H&M,7304480,11/2/2021,South,Texas,Houston,May boot SG,32.19,3,96.56,25.22%,24.35,In-store
Foot Locker,H&M,3302101,11/2/2021,West,Nevada,Las Vegas,May boot SG,32.19,6,193.12,45.20%,87.3,In-store
Foot Locker,H&M,3816422,11/2/2021,Southeast,Florida,Miami,May boot SG,32.19,7,225.31,28.16%,63.44,Outlet
Foot Locker,H&M,1883569,11/2/2021,Southeast,Alabama,Birmingham,May boot SG,32.19,2,64.37,44.12%,28.4,In-store
Foot Locker,H&M,8778721,9/3/2021,West,California,Los Angeles,May boot SG,33.88,3,101.64,28.77%,29.24,In-store
West Gear,H&M,5654237,9/3/2021,Midwest,Ohio,Cleveland,May boot SG,28.97,5,144.83,48.12%,69.69,Online
Sports Direct,H&M,4070481,9/3/2021,West,California,Los Angeles,May boot SG,32.19,5,160.93,26.14%,42.07,In-store
Walmart,H&M,9420975,9/3/2021,Southeast,Alabama,Birmingham,May boot SG,42.36,1,42.36,28.48%,12.06,Outlet
Walmart,H&M,1407447,9/3/2021,South,Louisiana,New Orleans,May boot SG,38.12,1,38.12,36.49%,13.91,In-store
Walmart,H&M,6978207,9/3/2021,Southeast,Tennessee,Nashville,May boot SG,38.12,2,76.24,49.91%,38.05,Online
West Gear,H&M,4672627,10/4/2021,Northeast,Massachusetts,Boston,May boot SG,42.36,1,42.36,48.83%,20.68,In-store
Sports Direct,H&M,9799909,10/4/2021,Northeast,Massachusetts,Boston,May boot SG,42.36,2,84.71,47.57%,40.3,In-store
West Gear,H&M,8126274,10/4/2021,Midwest,Ohio,Cleveland,May boot SG,42.36,1,42.36,46.54%,19.71,Online
Foot Locker,H&M,6317920,10/4/2021,Southeast,Florida,Miami,May boot SG,42.36,2,84.71,43.37%,36.74,Outlet
Walmart,H&M,1633892,10/4/2021,Southeast,Tennessee,Nashville,May boot SG,42.36,1,42.36,38.49%,16.3,Online
Sports Direct,H&M,2820933,10/4/2021,South,Georgia,Atlanta,May boot SG,42.36,4,169.42,34.35%,58.19,Outlet
West Gear,H&M,1525066,9/5/2021,Northeast,New York,New York City,May boot SG,42.36,1,42.36,39.36%,16.67,Online
Walmart,H&M,5470760,9/5/2021,Northeast,New York,New York City,May boot SG,42.36,1,42.36,38.84%,16.45,Outlet
West Gear,H&M,5307184,9/5/2021,Southeast,Florida,Miami,May boot SG,22.02,7,154.12,29.57%,45.58,Online
Walmart,H&M,4853932,9/5/2021,West,California,Los Angeles,May boot SG,32.19,2,64.37,26.19%,16.86,Online
West Gear,H&M,8589972,9/5/2021,Midwest,Illinois,Chicago,May boot SG,32.19,2,64.37,45.62%,29.37,Outlet
Sports Direct,H&M,8215717,9/5/2021,West,Washington,Seattle,May boot SG,20.92,4,83.66,45.15%,37.78,Outlet
Foot Locker,H&M,7103270,11/6/2021,Southeast,Florida,Miami,May boot SG,22.02,1,22.02,41.15%,9.06,In-store
Foot Locker,H&M,7932996,11/6/2021,Southeast,Florida,Miami,May boot SG,19.27,2,38.54,43.80%,16.88,Online
West Gear,H&M,6951600,11/6/2021,South,Georgia,Atlanta,May boot SG,19.81,2,39.63,28.75%,11.39,Outlet
West Gear,H&M,1366272,11/6/2021,Southeast,Florida,Miami,May boot SG,22.02,1,22.02,42.50%,9.36,Online
Walmart,H&M,1339818,11/6/2021,West,Washington,Seattle,May boot SG,19.81,3,59.44,29.41%,17.48,In-store
Foot Locker,H&M,6622879,11/6/2021,West,Nevada,Las Vegas,May boot SG,22.02,3,66.05,42.09%,27.8,Online
Sports Direct,H&M,2137973,9/7/2021,Midwest,Michigan,Detroit,May boot SG,22.02,2,44.03,46.03%,20.27,Online
Sports Direct,H&M,7439020,9/7/2021,Southeast,Tennessee,Nashville,May boot SG,22.02,2,44.03,40.17%,17.69,Outlet
Walmart,H&M,1572779,9/7/2021,Midwest,Michigan,Detroit,May boot SG,22.02,1,22.02,42.34%,9.32,Outlet
Walmart,H&M,5075267,9/7/2021,Southeast,Florida,Miami,May boot SG,42.36,1,42.36,28.59%,12.11,Online
Walmart,H&M,4880656,9/7/2021,South,Louisiana,New Orleans,May boot SG,22.02,1,22.02,28.61%,6.3,Outlet
West Gear,H&M,2504774,9/7/2021,Midwest,Illinois,Chicago,May boot SG,42.36,1,42.36,41.77%,17.69,Outlet
Walmart,H&M,3047705,10/8/2021,Midwest,Michigan,Detroit,May boot SG,38.12,1,38.12,35.28%,13.45,Outlet
Walmart,H&M,2560945,10/8/2021,West,California,Los Angeles,May boot SG,42.36,1,42.36,35.29%,14.95,Outlet
Foot Locker,H&M,7662328,10/8/2021,Midwest,Ohio,Cleveland,May boot SG,22.02,1,22.02,25.97%,5.72,Online
